id,name,gender,address,state,ssn,zip,latitude,longitude,email,phone_number,first_visit,birth_date,sentiment,churn_risk,persona
98f4875b-0f92-481e-916c-1c1e397654e6,James Bresnahan,FEMALE,26459 Honey Island Wander,mo,251-11-6417,1139,42.11,-72.53,DianeGilbert@example.com,502-913-7554,9/21/2003,9/13/1984,POSITIVE,6,1
d3f70d4d-3a3d-4d0d-ba6a-5ccc235820ba,Robert Whitehouse,MALE,89595 Happy Spring Corner,va,302-06-4864,55704,46.18,-92.78,KevinBibbs@example.com,731-495-7404,10/4/2012,1/15/1982,NEGATIVE,8,1
15d674d3-0347-4a03-aa66-7b987d7a16f6,Janice Daley,FEMALE,52524 Grand Feather Lace,ca,231-42-1068,61569,40.69,-89.88,SherryLewis@example.com,951-117-8932,3/3/2012,10/20/1989,NEUTRAL,7,1
52cc73b8-4fe9-4517-9677-eea675dd99a1,Annette Martz,FEMALE,83294 Rose Apple Orchard,sc,502-70-9993,66101,39.1,-94.62,BillieAltman@example.com,701-605-6959,1/25/2006,4/12/1937,NEUTRAL,7,2
9000a1e8-44c3-4f5a-a150-2632d6876448,Lenora Stiltner,FEMALE,83258 Sweet Timber Arbor,ca,211-14-1930,74014,36.03,-95.78,LauraFunk@example.com,790-356-7787,12/8/2002,11/30/1969,POSITIVE,5,2
3fcfc4f6-3a06-491d-85ab-4258c4f0d1ee,Lana Poss,MALE,52078 Big Dale Isle,il,588-18-0675,53934,43.97,-89.82,BarbaraGardner@example.com,373-253-8443,6/13/2002,12/14/1964,NEUTRAL,1,2
148eda8c-540a-4e02-ba37-e5ce80936271,Amy Hawkins,FEMALE,22497 Gentle Willow Villa,vt,579-71-8273,86507,36.45,-109.27,JamesStover@example.com,598-867-6599,1/9/2002,1/3/1930,NEUTRAL,6,2
04f31249-3105-479f-a58f-e5a0e2710be8,Joyce Redmon,MALE,97983 Blue Gate Ledge,pa,231-31-9929,72651,36.28,-92.43,DavidVaughan@example.com,769-261-2178,12/3/1997,11/22/1933,NEUTRAL,10,3
060523bf-a440-4aab-933b-561ebc033fe7,Shirley Brownlee,FEMALE,44002 Pretty Berry Meadow,ny,588-67-0913,27291,36.4,-79.16,WinifredBoyd@example.com,740-903-3606,5/8/2010,12/15/1967,POSITIVE,12,2
9f23c785-ec5d-406d-8ea3-336e45690db8,Michael Poole,MALE,72841 Jagged Hills Woods,ny,599-62-7248,77432,29.08,-96.17,LorenzoMccasland@example.com,558-681-6258,11/10/1997,9/28/1968,POSITIVE,10,1
d7c5a2a1-c17e-4203-90f9-b07a70b941db,Alison Blade,FEMALE,1841 Thunder Pond Jetty,ca,530-66-8267,40209,38.22,-85.74,KarlMcdowell@example.com,890-255-5997,11/20/2012,8/17/1975,NEUTRAL,8,3
541d39b6-e7f0-487d-a8d3-a14c5d88206d,Anthony Truong,MALE,32366 Lazy Brook Pass,mn,439-40-9726,90294,33.98,-118.47,AndrewStanton@example.com,179-263-5078,10/9/2005,7/18/1944,NEGATIVE,1,2
e5fb95b7-15f1-4355-b8ce-8de126f72b54,Nicole Ward,FEMALE,13234 Golden View Nook,mo,477-11-8566,29846,33.03,-81.22,EdwardWood@example.com,933-860-1151,12/19/2006,11/28/1959,POSITIVE,17,3
6941b610-ab6b-4a0e-bd7b-5114c3979e30,Julie Ensley,MALE,74652 Dusty Lamb Ledge,mi,588-86-5765,90831,33.76,-118.2,BobbyLatham@example.com,414-415-3254,5/14/2009,8/23/1972,NEGATIVE,39,2
dcc2cc7e-e815-4266-bc4b-cb4c4c9ab98d,Gregory Wood,MALE,13119 Bent Embers Stroll,nc,525-02-6179,2723,41.71,-71.1,BrianBothwell@example.com,288-483-9597,3/14/1995,10/28/1950,NEUTRAL,6,3
62e61d17-df73-4550-832b-b2d540abebc4,Amy Yoder,FEMALE,4254 Heather Bridge Orchard,sc,007-99-4540,44492,40.71,-80.66,MeaganBrandon@example.com,672-513-7569,3/7/2004,4/29/1999,NEUTRAL,7,2
4e77492e-f612-4575-8444-fc39eedc3190,Todd Negron,MALE,1049 Cinder Timber Ledge,il,211-83-6687,73062,35.09,-98.75,EdwardRiley@example.com,720-746-7935,2/20/1996,9/27/1978,NEUTRAL,2,3
217e560f-b8d7-4f28-9763-42fdac58f942,Hugo Torres,FEMALE,2802 Hazy Castle Pace,nj,504-72-0903,44855,41.1,-82.61,PhillipBoggs@example.com,869-699-7732,12/3/2005,4/27/1945,NEUTRAL,12,2
3108f8d0-1cc9-4745-a131-177834f63b13,Dorothy Ross,FEMALE,12527 Crimson Forest Jetty,ny,544-84-4110,63745,37.25,-89.65,MichaelBulluck@example.com,767-758-1501,7/22/1996,5/23/1999,NEUTRAL,21,1
748726a7-986f-447f-92e0-b0cd6677a612,Robert Gutierrez,MALE,89 High Pumpkin Road,fl,530-97-2127,85014,33.5,-112.05,MartinWyche@example.com,130-750-9015,4/7/2001,2/9/1946,POSITIVE,6,1
c32bad83-ae33-49f3-b590-4a313c398493,Edwin Franklin,FEMALE,18772 Golden Pioneer Isle,nc,595-72-5966,14706,42.09,-78.49,JonathanPollak@example.com,594-302-7441,11/29/2000,5/1/1947,NEGATIVE,7,1
06243ae1-4e1c-45c8-919f-f8fc064aa42d,Richard Burleson,MALE,42650 Iron Zephyr Summit,il,626-17-9863,9707,,,NellieMorrison@example.com,885-669-2224,8/15/2000,11/23/2000,POSITIVE,2,2
c683c70b-1ee0-4ae6-86eb-1d373345ecaf,Steven Vincent,MALE,2517 Calm Fox Hollow,la,595-87-8601,46988,40.85,-86.2,RhondaHelmick@example.com,194-766-7761,8/13/2005,7/12/1977,POSITIVE,2,3
366f6945-b14f-4fd2-ac18-40a9ae4eb691,Martin Alvarez,FEMALE,18497 Rocky Willow Hollow,oh,039-61-3684,14753,42.02,-78.63,ChristianFlores@example.com,564-174-3189,11/24/1994,11/16/1981,POSITIVE,16,3
69c4359b-2755-4dc0-8c30-58912db62cc7,Mark Grose,FEMALE,52030 Lazy Pioneer Valley,nc,508-43-0300,53572,43,-89.73,RobertCall@example.com,682-510-1284,10/8/2012,9/16/1963,NEUTRAL,3,3
06a87f47-d1a4-4a91-9d9e-7c8714fb6705,Penny Flores,FEMALE,57878 Thunder Peach Stroll,ca,467-70-5774,62899,38.63,-88.63,SaraAult@example.com,236-529-3672,8/4/1996,1/10/1995,POSITIVE,8,2
b752c2e4-38ad-466c-9bcc-514594ba40d5,Jason Kent,FEMALE,37214 Indian Anchor Acres,tx,317-56-8652,27321,36.35,-79.66,MarkSanders@example.com,203-135-8979,5/28/2006,6/1/1990,NEUTRAL,25,3
4b1321f5-d0bf-4e18-bd8b-3043a66e8f0f,Victor Miller,FEMALE,14244 Strong Feather Drive,tx,595-14-8709,20619,38.29,-76.49,DavidEmanuel@example.com,448-992-7625,11/1/2008,12/7/1973,POSITIVE,4,3
d8b3cd5f-8dd2-41ab-9098-8d680128088c,James Wolff,FEMALE,1918 Dusty Prairie Lane,mo,009-65-7647,57572,43.14,-100.9,NeilBolger@example.com,706-358-3393,1/28/2002,5/3/1965,NEGATIVE,2,3
429a8ee5-13ec-409a-9628-d23a6cae5033,Ronnie Castor,FEMALE,82921 Emerald Elm Woods,wa,134-98-2193,29532,34.29,-79.87,WayneStevens@example.com,702-485-8902,12/15/1994,12/14/1959,NEGATIVE,6,3
1ef6e1d7-48b7-4087-a745-ea62d9b0ddaf,Clyde Lattimore,FEMALE,23712 Long Fawn Crest,ga,211-54-2757,73757,36.28,-97.45,JesusStolle@example.com,395-770-9099,9/30/1996,3/19/1959,POSITIVE,1,1
7d89495e-527a-4156-a4bc-9f598b1a576d,George Schilling,MALE,343 Misty Pebble Ledge,ia,477-84-7881,71130,32.47,-93.79,PatrickAcosta@example.com,260-857-3926,2/16/2009,2/18/1997,NEGATIVE,6,2
12e1df39-fef7-4b28-9c57-b188296e1bb4,Edward Montenegro,MALE,85459 Sunny Nut Avenue,sc,302-86-3878,65557,37.51,-92.13,NancyHurst@example.com,699-252-6062,11/22/2008,8/6/1987,NEUTRAL,9,1
c504ffc6-9d27-44a8-a7a4-eb54c90e87f1,Boyd Fifield,MALE,12432 Tawny Prairie Stead,ut,529-88-4368,30188,34.1,-84.51,HildegardeCampbell@example.com,556-712-8615,12/21/2004,6/23/1939,NEUTRAL,6,2
0ee890a0-27b6-414d-bfc3-46d4a915d499,Donald Williams,FEMALE,18026 Calm Bluff Bank,ca,039-01-4363,50464,43.24,-93.12,StaceyCoston@example.com,670-240-8679,6/4/2010,4/27/1947,NEUTRAL,26,3
e3cd354c-b654-49a0-bfb7-390bbede6922,Robin Arnold,MALE,497 Stony Robin Point,mi,246-81-9878,47143,38.48,-85.76,LindaJohnson@example.com,117-608-2014,2/7/1995,3/19/1962,POSITIVE,15,3
375ae99d-cf8a-44a2-8a65-5e0705242f06,Timmy Austin,MALE,62330 Lone Bridge Hollow,fl,246-69-3373,25706,38.41,-82.43,SadieTam@example.com,402-861-9884,7/27/1996,7/7/1954,POSITIVE,13,3
ba357bd7-7125-440a-bd1d-a739ea71f3d1,Betty Butler,FEMALE,6935 Quaint Timber Shoal,fl,485-34-4487,73521,34.64,-99.31,LaurieAmey@example.com,457-771-8517,3/6/2002,12/24/1964,NEUTRAL,6,1
5cdc50c4-5352-47c7-8c37-e1e29e5d29a4,Patricia Freeman,MALE,86358 Crystal Acorn Ridge,il,267-75-9867,68860,41.14,-99.76,RosalbaBeekman@example.com,379-210-2049,12/28/1999,1/17/1928,NEUTRAL,10,2
abba4a2e-aae0-4c99-b14d-7d610d299ab8,Heather Wade,FEMALE,84752 Cozy Gate Ridge,ca,034-11-9621,38187,35.1,-90,LouisJones@example.com,792-161-9961,7/29/2009,6/29/1974,NEUTRAL,18,1
306aa47c-2993-4bee-a976-f9c0ad7dbfbd,Eleanore Long,MALE,32514 Blue Pond Glade,ca,500-61-6908,3883,43.83,-71.31,CiaraJordan@example.com,134-201-7135,4/19/1995,4/17/1938,NEUTRAL,3,2
0021ba68-447e-484f-a99b-e4f26688aa36,Roy Kerr,FEMALE,24822 Hidden Squirrel Trail,sc,524-57-1226,97068,45.34,-122.66,ChristopherDanielson@example.com,714-276-3118,12/8/2006,10/11/1939,NEGATIVE,6,2
993be607-b097-4824-9872-d9592802ab15,Jeremy Keith,FEMALE,55067 Dusty Dove Orchard,ga,500-09-9755,48081,42.49,-82.89,CurtisMoore@example.com,868-170-6087,2/8/2002,3/17/1954,NEUTRAL,14,3
5d17bc97-1e48-4738-916d-1ac06dba5b4b,Melissa Rodriguez,MALE,21790 Noble Blossom Run,ok,584-80-9100,99587,60.9,-148.91,KellieMiller@example.com,553-710-9085,4/5/2011,5/17/1961,POSITIVE,3,1
49c5b6d0-c73c-46d1-a854-46d18fd63f08,Virginia Torres,FEMALE,3484 Pretty Nectar Villa,tx,361-09-3187,85302,33.57,-112.18,CrystalFrancis@example.com,374-694-7138,12/18/2012,3/8/1976,POSITIVE,11,3
abdf89b1-eb32-4731-b12d-a4a6ba9735d7,Yvonne Madison,MALE,15280 Tawny Nut Villa,mn,626-67-5279,74951,35.17,-94.66,ShelleyGray@example.com,474-133-3707,3/29/1996,8/5/1992,NEGATIVE,2,2
649a13f5-9c82-45d8-90e7-030903be18e5,Floyd Thompson,MALE,43697 Lonely Hills Ramble,nc,236-76-6571,74116,36.12,-95.91,ErinMclemore@example.com,481-127-9475,12/23/2002,1/21/1940,NEUTRAL,2,2
014a62bf-093d-4a6f-a62b-57789c9d9e0f,Peggy Welch,MALE,18127 Pleasant Spring Promenade,ny,530-96-6918,85715,32.25,-110.82,JoshuaParson@example.com,816-224-6712,12/13/2007,9/29/1934,NEGATIVE,4,2
09a8fc16-8f86-4867-80b0-801f37c4a18a,Daniel Jones,FEMALE,74824 Golden Zephyr Path,wv,246-36-8711,40754,36.65,-84.11,RaymondStannard@example.com,373-571-9742,6/14/1995,12/26/1966,NEGATIVE,24,2
f0e5e849-ce4e-41db-bed1-39290699a941,Thomas Cook,FEMALE,3158 Easy Cloud Grove,wa,424-59-2967,46045,40.26,-86.18,JeffreySeaman@example.com,613-693-4170,3/23/2012,10/18/1943,NEGATIVE,1,3
9b26eb5c-5c24-4a76-9586-924634d99c41,Mary Mauney,MALE,35340 Crimson Nectar Chase,ca,530-33-8048,16950,41.91,-77.54,DarylGoodman@example.com,804-888-6970,3/28/2010,10/18/1925,NEUTRAL,12,3
df829601-a91b-43be-82ca-8b3aafbd95c9,Jared Moore,MALE,31869 Quiet Brook Rove,va,599-92-0911,49963,47.07,-88.64,RobertChambers@example.com,658-709-4952,10/12/1994,11/17/1981,POSITIVE,2,2
f51459cc-d132-4ea7-9f2d-06ccdac03ed9,Lynda Mcgowan,MALE,90730 Hazy Grove Bluff,mn,544-20-0817,15940,40.5,-78.63,SungMatthews@example.com,307-915-6056,2/28/1997,12/5/1999,POSITIVE,33,3
c10d2eae-7346-4809-bc24-896ba9ed8253,Ann Lowrie,MALE,95959 Noble Fox Knoll,pa,626-20-4639,76020,32.89,-97.53,CoreyAderholt@example.com,912-734-5942,11/1/2004,6/18/1995,POSITIVE,9,3
656aa7ce-5134-4947-bcf1-4d6898588f09,Chuck Parsons,MALE,37567 Misty Willow Acres,ny,211-66-6758,65218,38.95,-92.32,JayWilson@example.com,536-368-3698,12/4/2005,6/8/1944,POSITIVE,10,2
527c245c-9798-48ea-88e2-a89ce03e4053,Douglas Hill,FEMALE,80730 Birch Flower Terrace,ak,267-17-8976,49822,46.47,-87.04,KimberlyClemons@example.com,270-295-4208,1/6/2002,3/2/1955,NEUTRAL,5,2
0b8724f9-c71f-452d-af96-9fc5d9a50101,Tania Mendez,FEMALE,78949 Gentle Autumn Way,tn,584-16-7337,50101,42.69,-93.6,JeremyVinson@example.com,813-403-9011,7/31/1998,3/14/1944,POSITIVE,1,1
7e8448c2-9503-4a21-a5c3-620583605dc2,Rosanne Jaquez,FEMALE,956 Long Squirrel Gate,ca,525-66-6809,15377,40,-80.47,JoannGarcia@example.com,990-549-5927,5/16/2005,3/2/1957,POSITIVE,6,3
2dcd1d22-231b-4039-985f-534e79dc9352,Tammi Aronson,FEMALE,539 Windy Elk Stead,va,626-04-2249,93609,36.52,-119.87,RobertJoseph@example.com,553-261-6759,11/18/2002,5/24/1947,NEGATIVE,17,3
ab2651f4-9fa7-496d-8497-d6980325c21b,Grace Phan,FEMALE,67874 Cozy Mill Nook,ca,158-79-7683,57787,44.56,-102.66,SunnyWilson@example.com,427-404-1975,1/7/2001,3/28/1925,NEUTRAL,3,1
c2e417a4-f8f4-49b7-8aa7-413887a4e401,Raquel Correll,MALE,5470 Dusty Island Way,ny,049-43-6491,79603,32.45,-99.73,FrankButterfield@example.com,615-462-5610,8/14/1997,4/9/1968,NEGATIVE,18,2
3330ff4a-fbf4-49cf-9ae0-d6b2d7c17a95,Sharon Reese,MALE,42057 Bright Bird Jetty,az,574-83-4013,34120,26.14,-81.79,MarlaGriffin@example.com,580-303-7788,1/25/2013,6/4/1988,NEGATIVE,5,3
c2afb4f1-4fc3-48e3-8df9-70d4c376fae6,James Lewis,FEMALE,790 Sandy Apple Run,nj,525-54-8941,58793,48.91,-101.01,ChristineMcclendon@example.com,528-513-6103,11/30/1999,3/4/1980,NEUTRAL,12,3
19c9ea90-586a-4949-b7b5-1a09aa0e91a2,Joanne Martinez,MALE,927 Turning Lamb Ledge,md,386-06-9323,54661,44,-91.43,DavidSmith@example.com,101-662-8733,11/29/1996,1/13/1948,NEGATIVE,7,3
2062d65a-e9e1-47cc-870b-70181974c54b,Susan Le,MALE,188 Merry Mill Run,co,529-08-8410,37040,36.56,-87.34,JayDepaul@example.com,614-212-2658,3/7/2006,5/26/1943,POSITIVE,8,3
f3315170-2780-4a46-887e-b3d2db540da8,Diana Penson,FEMALE,52888 Heather Stone Alcove,ca,267-72-3741,21228,39.26,-76.74,GuadalupeMorse@example.com,392-184-8901,11/29/2003,8/14/1959,NEGATIVE,9,2
8d1ffc1b-52c2-4013-b2bc-066391d47ec1,Maria Atkinson,FEMALE,19849 Twin Castle Manor,fl,579-49-5099,19510,40.44,-75.87,SandraRuff@example.com,704-174-3425,6/2/2012,1/13/1948,NEGATIVE,1,1
3583631c-7047-4f6c-a027-0f3199e172ff,Ron Jones,FEMALE,40848 Pied Deer Arbor,al,504-84-9364,44887,40.9,-82.76,AnthonyZuniga@example.com,446-833-3559,7/26/2002,5/4/1961,POSITIVE,7,1
37b505ab-5eb9-434a-a189-2d99aac28345,Carl Andrews,FEMALE,79616 Red Island Lace,nj,517-50-7174,68447,40.17,-96.08,RosemaryPirtle@example.com,721-492-9042,12/31/2001,12/2/1970,POSITIVE,7,2
5a73de40-f8bd-40c0-b095-ffe78bc0652b,Kristine Peters,FEMALE,32390 High Autumn Glade,in,361-16-0912,13209,43.04,-76.14,DonaldHa@example.com,948-914-1894,2/19/1999,1/30/1938,NEGATIVE,2,1
bc68c042-c4a1-4f6b-ae4e-7d611d714695,Michael Dempster,MALE,530 Strong Rabbit Lane,nj,485-07-0416,56349,45.7,-95.51,JeremyClayton@example.com,586-367-2475,7/17/1994,6/8/1947,NEUTRAL,8,2
f0270b27-2b8a-4ddf-9d4e-b33832d5435b,Tasha Gonzalez,FEMALE,20443 Sleepy Embers Gardens,ma,134-87-7639,61884,40.08,-88.5,AnthonyDonley@example.com,675-839-9650,2/4/2010,7/9/1960,NEUTRAL,8,3
ddc4efab-53d7-4594-90a4-74b7cb426ccc,Ida Mirabal,MALE,5451 Cotton Stone Lagoon,ny,439-47-7892,23963,37.18,-78.8,LawrenceHebert@example.com,535-801-6097,4/22/1995,9/26/1962,POSITIVE,2,2
779d5e2c-e347-426a-ab25-8d1af161dc22,Kristen Hulbert,MALE,44785 Merry Butterfly Woods,wa,504-76-9664,37311,35.17,-84.86,RonaldHittle@example.com,828-635-5937,10/25/2012,1/15/1952,NEUTRAL,1,3
9707bd4c-7f5d-4b39-a255-4dbb08c34045,Isaac Maloney,FEMALE,24988 Shady Goat Nook,ca,222-61-5310,77365,30.1,-95.29,PaulMiranda@example.com,705-982-1748,6/5/2009,4/29/1937,NEUTRAL,20,2
92e54e64-eb30-4b5f-8c4f-3da48a329475,Trudi Willson,FEMALE,84905 Emerald Mill Valley,ny,134-67-0181,38922,33.97,-89.67,AleshaWood@example.com,410-365-1946,11/2/2000,1/22/1940,POSITIVE,28,2
b8b3b973-8263-4664-a646-47b1ffe200ae,Alan Cropper,MALE,711 Little Axe Avenue,ut,003-75-3250,616,18.4,-66.66,DouglasMcfadden@example.com,942-396-9228,7/24/2004,9/9/1977,NEUTRAL,6,3
f0b12c8a-b690-474b-9b0e-9ab6000f9de5,Robert Mccarley,FEMALE,7894 Little Lake Jetty,oh,399-36-5622,95324,37.39,-120.89,KathrynHunt@example.com,575-507-5441,8/4/2005,5/6/1964,NEUTRAL,8,1
c9cddae3-f859-4ede-8c79-93603a88c76b,Walter Kong,MALE,11646 Jagged Cottage Grove,sc,432-43-0923,59645,46.57,-111,EdnaInabinet@example.com,503-947-6133,6/23/1999,7/20/1934,NEUTRAL,16,3
c645062b-99b7-4d2c-866b-09e55399181d,Jennifer Blair,FEMALE,14532 Big Gate Byway,ky,251-30-2208,84322,41.74,-111.8,ZacharyCaudill@example.com,379-368-8783,10/16/2001,9/19/1967,NEUTRAL,26,3
0afd289f-1403-4844-9e61-4d8a17edfd2d,Larry Travis,MALE,18478 Gentle Maple Field,ca,407-96-6990,22548,37.84,-76.7,StanleyWhite@example.com,732-351-5337,12/1/1997,8/11/1988,POSITIVE,5,3
c032e112-d713-4171-aa65-86a928be399f,Hilary Salter,MALE,5025 Thunder Treasure Byway,nj,574-31-2985,48421,43.15,-83.4,WilliamCunningham@example.com,229-468-7166,3/23/2003,6/22/1952,POSITIVE,51,1
8e2ff9f6-9b72-4bc4-a53c-33c67aa99cd3,Diana Zylstra,MALE,20799 Pleasant Treasure Nook,la,517-87-2269,12936,44.27,-73.39,PaulSmith@example.com,387-877-9186,4/10/1999,1/18/1979,NEUTRAL,16,2
a649daf7-9d07-4c45-9d35-90ca4cc4dbbb,Becky Santos,MALE,32223 Lone Butternut Saunter,pa,432-09-7919,38839,33.85,-89.28,ChiCloutier@example.com,328-286-7723,1/17/1998,2/17/1981,NEGATIVE,5,3
a3e6f8d0-db13-48fe-a3bc-ff862139bf82,Jeremy Cripps,MALE,9667 Indian Robin Dale,ca,519-78-6462,50522,43.19,-94.22,HowardBoone@example.com,556-106-8140,5/15/2002,1/15/1986,NEUTRAL,3,1
93b6f963-bc3b-4cf2-b9b5-8f073e9805d1,Brenda Walston,FEMALE,14296 Twin Pebble Shoal,oh,601-75-8182,92227,33.02,-115.45,GaryOdom@example.com,251-786-3128,9/5/1995,10/5/1927,POSITIVE,4,3
d90e5238-05d9-49f3-975e-93650f582e00,Amparo Mcelroy,MALE,16508 Clear Rock Glade,pa,573-33-3727,44648,40.78,-81.52,MatthewAbrams@example.com,397-369-1420,2/10/1998,8/28/1933,NEGATIVE,2,3
79dcb5e7-65ea-4348-bf3c-7208ac1153c8,Ryan Casas,FEMALE,4282 Rocky Butternut Court,wv,502-38-2625,51527,41.82,-95.33,JeanSizemore@example.com,720-222-6121,3/11/2001,9/11/1973,POSITIVE,9,3
43a1c12a-14d6-4842-ac6f-66b02995f355,Juan Wells,MALE,17205 Dewy Creek Falls,nc,530-44-2919,92211,33.77,-116.34,HeidiEdwards@example.com,333-171-4635,8/15/2006,3/8/1976,POSITIVE,9,1
9718927e-bce6-400f-8382-a3889b6a53ce,Heidi Hines,MALE,79965 Iron Forest Hollow,la,428-70-0577,28285,35.19,-80.83,DavidHowell@example.com,796-778-6662,1/9/2007,1/7/1933,NEUTRAL,9,2
73785f9e-8ae6-460e-92b7-db3797612ca4,Robert Ramirez,MALE,439 Amber Diamond Turn,or,599-31-1252,12844,43.51,-73.62,JamesShaffer@example.com,652-542-7678,11/10/2001,5/8/1927,NEUTRAL,4,2
d2cc423f-e69b-49c8-9cb2-8dbd17383751,Abraham Salas,FEMALE,39380 Still Rabbit Nook,ks,517-82-7467,75968,31.24,-93.97,JamesCoulombe@example.com,602-626-5970,3/5/2009,3/4/1931,NEUTRAL,4,2
7dc169d4-6253-4224-95e9-6957d7249247,Scott Adams,FEMALE,36378 Broad Mountain Court,ca,527-51-2130,94015,37.67,-122.47,DonNegron@example.com,863-988-7929,11/7/1998,2/1/1932,POSITIVE,7,1
51ca3247-a1d8-4311-8920-47087085733e,Laurel Gallegos,MALE,19307 Orange Leaf Run,nj,485-17-2909,55166,44.94,-93.1,NicholasSmith@example.com,231-336-7564,9/8/2004,6/20/1993,POSITIVE,8,2
e7335fe3-701a-468e-b2be-ce4255d7762b,Martha Andrews,MALE,63205 Blue Creek Pike,wv,432-50-8275,34286,27.04,-82.19,DavidDuffy@example.com,909-406-5614,6/3/2004,7/24/2000,NEUTRAL,1,1
a1fb7ee6-2350-4eda-ae3a-2de1e50a2b7a,Refugio Berlanga,MALE,57708 Noble Cider Valley,ny,504-42-7952,35776,34.62,-86.28,EleanorNolan@example.com,643-829-2718,6/12/2009,5/25/1951,POSITIVE,5,2
b8f3317d-43c4-4000-9cb2-a88e3458336b,Drew Sledge,MALE,54426 Iron Dale Wander,tx,584-10-0373,38251,36.44,-88.33,KatherineJohnson@example.com,890-669-7222,3/25/2013,3/31/1973,NEGATIVE,1,3
2df7a109-1a8c-4548-afd3-8103ea6d859e,Warren Yocum,MALE,20515 Strong Butterfly Knoll,in,317-78-8647,55975,43.68,-92.38,AnthonyCosme@example.com,415-727-4372,8/12/2012,1/15/2000,NEUTRAL,3,1
89096005-c8ea-41d9-b45b-2f05128a4b2f,Anne Martinez,MALE,21505 Windy Pioneer Jetty,ny,439-32-9756,49459,43.71,-86.12,TimothyLinn@example.com,376-926-9605,3/25/2009,7/25/2000,NEGATIVE,3,1
29945fe8-b0e5-4727-a909-3fd8e21f3ef6,Kirk Mcarthur,MALE,81310 Tender Panda Trek,mn,302-47-4629,52557,41,-91.96,AssuntaBennett@example.com,701-731-7387,11/25/2001,4/28/1989,POSITIVE,2,2
571742d4-f9d0-409a-ae45-eda9d7acaac6,Kenneth Segura,MALE,67459 Turning Autumn Jetty,ky,517-34-2420,8609,40.22,-74.76,ElaineForrest@example.com,868-749-7550,11/6/1996,12/7/1985,POSITIVE,1,1
4b6ed2f1-0e27-4faa-84e7-df223efa21bc,Diane Casillas,FEMALE,343 Bright Grove Shoal,ma,599-69-4449,21114,39.01,-76.68,RethaRuhland@example.com,920-646-8662,12/23/2008,8/28/1957,NEUTRAL,5,2
a326d9c7-ce1b-4fc5-87d7-b50999f3d702,Mark Hubbell,FEMALE,497 Crimson Peach Terrace,de,439-20-3743,20570,38.89,-77.03,EricaStaub@example.com,967-871-1054,8/1/2008,4/1/1957,NEGATIVE,9,2
ad547ff4-4efc-4ad0-b22d-9de87dbd3591,Tyler Woodward,FEMALE,89051 Pied Embers Pace,ia,049-68-4353,49626,44.24,-86.29,MilfordLeyba@example.com,779-182-7881,11/7/1995,1/16/1980,POSITIVE,1,3
5523da0d-3eed-4059-a3e9-27c5d266f8d5,David Bauer,MALE,8064 Ivory Peach Flats,ga,588-94-6424,71450,31.8,-93.39,KyleAmmons@example.com,350-383-4655,2/6/1994,10/8/1981,NEUTRAL,3,3
6285e190-d791-4e9d-ad5d-86a7e6c2c73e,Helen Blassingame,FEMALE,53115 Big Snake Cove,tx,588-88-8717,38193,35.1,-90,ThomasRauch@example.com,381-578-2353,2/27/1996,1/20/1952,NEUTRAL,7,1
d20ce12f-f7c1-43eb-ab1e-925dc68e072a,Lori Crouch,FEMALE,421 Bent Hickory Haven,nm,584-13-2848,49971,46.75,-89.58,JoanMortensen@example.com,761-465-4507,10/13/1995,7/20/1933,POSITIVE,9,3
4f49e1dd-dc30-4cff-87b3-68b92971a3a9,Shane Mora,MALE,59496 Tawny Maple Glen,ky,519-94-6680,83535,46.55,-116.74,PatriciaMoore@example.com,843-451-3402,6/14/2004,3/4/1982,NEUTRAL,1,1
ce77fa60-d2ac-4bc8-b38d-f9408cea8a05,Linda Gray,FEMALE,88953 Broad Maple Bend,nv,267-71-7067,12809,43.23,-73.49,ElizabethDavenport@example.com,928-379-6016,6/28/1995,8/11/1944,NEUTRAL,8,1
b574155b-c8e0-4271-9176-560123f6221a,Robby Vargas,MALE,97891 Clear Berry Knoll,la,439-33-0607,43723,39.96,-81.54,MarioRoyce@example.com,857-457-5248,8/23/1998,7/11/1936,POSITIVE,9,1
0edde208-042b-4237-a5dc-8911d4bbb2de,Shawn Mitchell,MALE,2705 Pleasant Axe Hollow,nc,524-48-4687,60204,42.04,-87.68,BessieClayborne@example.com,309-231-1047,6/15/2012,3/15/1936,NEUTRAL,9,2
ad95c21b-ac4a-49f8-992f-70d8d31dd9af,Jill Pepin,MALE,1578 Tender Cider Falls,ny,231-59-4049,7946,40.66,-74.51,AlineGonzalez@example.com,955-404-1032,4/25/1998,1/5/1970,NEGATIVE,3,1
c383b38b-4fd1-4175-9011-d53bea71c63a,Robert Krause,FEMALE,64236 Lone Fox Saunter,pa,211-41-4958,34138,25.83,-81.35,ErnestBabcock@example.com,143-867-1654,9/11/1997,5/14/1975,POSITIVE,9,3
60d3ff2c-d7ad-4a08-9e56-163c91fa1e1c,Mary Smith,MALE,20610 Lazy Rabbit Orchard,tx,504-62-2896,55307,44.6,-94.07,JamesMabon@example.com,157-363-5945,7/14/2008,1/10/1990,NEGATIVE,2,2
a20aed5f-7152-44c8-bc2a-90b791b4128c,Jo Schultz,FEMALE,39535 Crystal Goose Saunter,wv,424-05-9858,4258,44.08,-70.32,CatherineBlake@example.com,615-384-3056,6/21/2010,7/18/1965,NEUTRAL,1,3
